,log10c0,x,rhoA,rhoV,K,K_L,E,DeltaE,deltaL,gtype,h,tf,is_restart_antibiotics
18206,-1.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18207,-1.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18208,-1.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18209,-1.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18210,-1.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18211,-1.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18212,-1.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18213,-1.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18214,-1.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18215,-0.9,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18216,-0.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18217,-0.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18218,-0.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18219,-0.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18220,-0.6,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18221,-0.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18222,-0.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18223,-0.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18224,-0.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18225,-0.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18226,-0.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18227,-0.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18228,-0.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18229,-0.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18230,0.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18231,0.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18232,0.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18233,0.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18234,0.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18235,0.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18236,0.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18237,0.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18238,0.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18239,0.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18240,0.6,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18241,0.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18242,0.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18243,0.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18244,0.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18245,0.9,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18246,1.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18247,1.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18248,1.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18249,1.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18250,1.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18251,1.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18252,1.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18253,1.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18254,1.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18255,1.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18256,1.6,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18257,1.6,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18258,1.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18259,1.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18260,1.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18261,1.9,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18262,1.9,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18263,2.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18264,2.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18265,2.1,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18266,2.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18267,2.2,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18268,2.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18269,2.3,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18270,2.4,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18271,2.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18272,2.5,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18273,2.6,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18274,2.6,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18275,2.7,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18276,2.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18277,2.8,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18278,2.9,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18279,2.9,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18280,3.0,0,0.5,0.5,1,1,1,0.1,0.36,hill,1,10,True
18281,-3.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18282,-2.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18283,-2.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18284,-2.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18285,-2.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18286,-2.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18287,-2.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18288,-2.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18289,-2.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18290,-2.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18291,-2.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18292,-2.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18293,-2.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18294,-2.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18295,-2.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18296,-2.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18297,-2.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18298,-2.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18299,-1.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18300,-1.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18301,-1.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18302,-1.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18303,-1.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18304,-1.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18305,-1.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18306,-1.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18307,-1.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18308,-1.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18309,-1.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18310,-1.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18311,-1.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18312,-1.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18313,-1.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18314,-1.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18315,-1.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18316,-0.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18317,-0.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18318,-0.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18319,-0.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18320,-0.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18321,-0.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18322,-0.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18323,-0.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18324,-0.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18325,-0.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18326,-0.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18327,-0.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18328,-0.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18329,-0.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18330,-0.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18331,0.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18332,0.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18333,0.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18334,0.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18335,0.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18336,0.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18337,0.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18338,0.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18339,0.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18340,0.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18341,0.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18342,0.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18343,0.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18344,0.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18345,0.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18346,0.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18347,1.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18348,1.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18349,1.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18350,1.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18351,1.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18352,1.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18353,1.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18354,1.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18355,1.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18356,1.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18357,1.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18358,1.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18359,1.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18360,1.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18361,1.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18362,1.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18363,1.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18364,2.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18365,2.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18366,2.1,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18367,2.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18368,2.2,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18369,2.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18370,2.3,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18371,2.4,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18372,2.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18373,2.5,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18374,2.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18375,2.6,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18376,2.7,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18377,2.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18378,2.8,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18379,2.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18380,2.9,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18381,3.0,0,0.5,0.5,1,1,1,0.1,0.362,hill,1,10,True
18382,-3.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18383,-2.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18384,-2.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18385,-2.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18386,-2.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18387,-2.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18388,-2.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18389,-2.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18390,-2.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18391,-2.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18392,-2.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18393,-2.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18394,-2.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18395,-2.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18396,-2.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18397,-2.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18398,-2.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18399,-2.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18400,-1.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18401,-1.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18402,-1.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18403,-1.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18404,-1.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18405,-1.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18406,-1.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18407,-1.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18408,-1.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18409,-1.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18410,-1.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18411,-1.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18412,-1.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18413,-1.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18414,-1.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18415,-1.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18416,-1.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18417,-0.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18418,-0.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18419,-0.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18420,-0.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18421,-0.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18422,-0.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18423,-0.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18424,-0.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18425,-0.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18426,-0.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18427,-0.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18428,-0.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18429,-0.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18430,-0.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18431,-0.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18432,0.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18433,0.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18434,0.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18435,0.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18436,0.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18437,0.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18438,0.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18439,0.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18440,0.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18441,0.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18442,0.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18443,0.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18444,0.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18445,0.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18446,0.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18447,0.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18448,1.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18449,1.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18450,1.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18451,1.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18452,1.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18453,1.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18454,1.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18455,1.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18456,1.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18457,1.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18458,1.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18459,1.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18460,1.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18461,1.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18462,1.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18463,1.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18464,1.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18465,2.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18466,2.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18467,2.1,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18468,2.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18469,2.2,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18470,2.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18471,2.3,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18472,2.4,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18473,2.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18474,2.5,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18475,2.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18476,2.6,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18477,2.7,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18478,2.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18479,2.8,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18480,2.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18481,2.9,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18482,3.0,0,0.5,0.5,1,1,1,0.1,0.364,hill,1,10,True
18483,-3.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18484,-2.9,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18485,-2.9,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18486,-2.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18487,-2.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18488,-2.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18489,-2.6,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18490,-2.6,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18491,-2.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18492,-2.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18493,-2.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18494,-2.3,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18495,-2.3,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18496,-2.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18497,-2.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18498,-2.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18499,-2.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18500,-2.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18501,-1.9,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18502,-1.9,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18503,-1.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18504,-1.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18505,-1.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18506,-1.6,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18507,-1.6,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18508,-1.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18509,-1.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18510,-1.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18511,-1.3,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18512,-1.3,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18513,-1.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18514,-1.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18515,-1.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18516,-1.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18517,-1.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18518,-0.9,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18519,-0.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18520,-0.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18521,-0.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18522,-0.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18523,-0.6,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18524,-0.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18525,-0.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18526,-0.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18527,-0.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18528,-0.3,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18529,-0.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18530,-0.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18531,-0.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18532,-0.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18533,0.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18534,0.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18535,0.1,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18536,0.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18537,0.2,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18538,0.3,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18539,0.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18540,0.4,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18541,0.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18542,0.5,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18543,0.6,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18544,0.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18545,0.7,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18546,0.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18547,0.8,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18548,0.9,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
18549,1.0,0,0.5,0.5,1,1,1,0.1,0.366,hill,1,10,True
